snapshot,export_mwh,elec_residual_mwh,elec_eps_mwh,heat_load_mwh,tes_e_mwh,batt_e_mwh,elec_ok,heat_chain_blocked,batt_full_or_cap,pv2b_at_cap,export_justified
2025-05-05 08:00:00,0.00579541503990659,4.8655524054197485e-14,0.00012896839737924868,0.16830367805111054,0.15,0.048,True,False,False,False,False
2025-05-05 09:00:00,0.0033572301820388763,4.0967229608668276e-14,0.00013077868218694096,0.16009374253642225,0.23116400771662862,0.048,True,False,False,False,False
2025-05-05 12:00:00,0.03773761752045735,2.110811525568579e-14,0.0001315448038998211,0.14383807021733938,0.85,0.08285004971289676,True,False,False,False,False
2025-05-07 08:00:00,0.004878410544235395,-2.3075291677443488e-14,0.00012716597442307694,0.17914079293049917,0.15,0.048,True,False,False,False,False
2025-05-07 12:00:00,0.0222085254041052,-1.055058818089094e-14,0.00013032719555008945,0.15434678767614043,0.85,0.09437230087366155,True,False,False,False,False
2025-05-13 08:00:00,0.005493273573654675,3.2199937161081493e-14,0.0001272093953980322,0.18094697874373059,0.15,0.048,True,False,False,False,False
2025-05-13 12:00:00,0.01128143998626037,-4.4901582452183675e-14,0.0001271359544588551,0.15533197993790304,0.85,0.0820698387114946,True,False,False,False,False
2025-05-14 08:00:00,0.003943550140556717,1.6459056340067946e-14,0.00012704615948121647,0.18242476713637448,0.15,0.048,True,False,False,False,False
2025-05-14 12:00:00,0.012818409898415407,-4.6330994596388564e-14,0.00012923539483005367,0.15763076188201577,0.85,0.10014082597423296,True,False,False,False,False
2025-05-20 08:00:00,0.0067238821413997465,2.9341112872671715e-14,0.00012560852614042935,0.19326188201576303,0.15,0.048,True,False,False,False,False
2025-05-20 09:00:00,0.01718778764803994,-1.6459056340067946e-14,0.00012740408801878355,0.18505194650107476,0.28248173699840645,0.048,True,False,False,False,False
2025-05-20 12:00:00,0.07274110444949271,-3.900005318691058e-14,0.000126589771990161,0.16994566515404824,0.85,0.048,True,False,False,False,False
2025-05-20 13:00:00,0.017113904034488654,2.0573820425084932e-14,0.0001258610518515206,0.167318485789348,0.85,0.10068740843309554,True,False,False,False,False
2025-05-21 07:00:00,0.005772605763095635,4.1321113197767545e-14,0.00012179916021914133,0.20327800334368282,0.15,0.048,True,False,False,False,False
2025-05-21 08:00:00,0.023225417862901318,4.9731052609303106e-14,0.00012613699147584974,0.19096310007165038,0.15,0.048,True,False,False,False,False
2025-05-21 12:00:00,0.01178820545408951,-3.095093625837819e-14,0.00012954718771466904,0.1676468832099355,0.85,0.09876170233964911,True,False,False,False,False
2025-05-25 08:00:00,0.013302459755180485,-3.953781746446339e-14,0.00012158408744186047,0.18587294005254362,0.15,0.048,True,False,False,False,False
2025-05-25 12:00:00,0.004250111820627386,-3.130481984747746e-14,0.0001231331996824687,0.16140733221877238,0.85,0.07912100367372042,True,False,False,False,False
2025-05-26 08:00:00,0.010518391771691988,3.720981855970251e-14,0.0001220855128488372,0.18866431812753762,0.15,0.048,True,False,False,False,False
2025-05-26 09:00:00,0.010501963609701372,-3.416711358283919e-14,0.00012236978792486584,0.18029018390255555,0.2554499450892729,0.048,True,False,False,False,False
2025-05-26 12:00:00,0.02806736319203704,1.556046957951196e-14,0.00012424501440071558,0.16452710771435397,0.85,0.08456854097429901,True,False,False,False,False
