timestamp,electricity_load_mwh,heat_load_mwh,pv_generation_mwh,grid_import_net_mwh,grid_import_gross_mwh,grid_export_net_mwh,grid_export_gross_mwh,dh_heat_delivered_mwh_th,hp_output_mwh_th,grid_import_emissions_kg,dh_emissions_kg,total_emissions_kg,dh_to_building_mwh_th,grid_import_mwh,grid_export_mwh,total_load_mwh,hs_to_storage_mwh_th
2025-01-01 00:00:00,0.02204255750447227,0.18012598519226178,-0.0,0.027561737372049998,0.028124221808214285,-0.0,-0.0,0.126088189635,0.0,0.0,0.0,0.0,0.126088189635,0.027561737372049998,-0.0,0.20216854269673404,-0.0
2025-01-01 01:00:00,0.020714176153846162,0.14088249343205161,-0.0,0.030549226840799998,0.031172680449795917,-0.0,-0.0,0.2310275853834,0.0,0.0,0.0,0.0,0.2310275853834,0.030549226840799998,-0.0,0.16159666958589777,-0.0
2025-01-01 02:00:00,0.018869869762969588,0.13464294244088845,-0.0,0.0292582123672,0.029855318742040816,-0.0,-0.0,0.11700355863369999,0.0,0.0,0.0,0.0,0.11700355863369999,0.0292582123672,-0.0,0.15351281220385804,-0.0
2025-01-01 03:00:00,0.0169502267039356,0.14794303797468356,-0.0,0.0279144622259,0.02848414512846939,-0.0,-0.0,0.103560126582,0.0,0.0,0.0,0.0,0.103560126582,0.0279144622259,-0.0,0.16489326467861914,-0.0
2025-01-01 04:00:00,0.015360672048300536,0.196874253642226,-0.0,0.0268017739669,0.027348748945816327,-0.0,-0.0,0.13781197755,0.0,0.0,0.0,0.0,0.13781197755,0.0268017739669,-0.0,0.21223492569052654,-0.0
2025-01-01 05:00:00,0.014309898179785334,0.29210950561261045,-0.0,0.0100169287258,0.010221355842653062,-0.0,-0.0,0.2921095056128,0.0,0.0,0.0,0.0,0.2921095056128,0.0100169287258,-0.0,0.3064194037923958,-0.0
2025-01-01 06:00:00,0.014023242262969587,0.2981848578934798,-0.0,0.018316211716909996,0.01869001195603061,-0.0,-0.0,0.341139240506,0.0,0.0,0.0,0.0,0.341139240506,0.018316211716909996,-0.0,0.3122081001564494,-0.0
2025-01-01 07:00:00,0.014700409494633273,0.28800453785526625,-0.0,0.0102902866462,0.01050029249612245,-0.0,-0.0,0.33401301648000004,0.0,0.0,0.0,0.0,0.33401301648000004,0.0102902866462,-0.0,0.3027049473498995,-0.0
2025-01-01 08:00:00,0.01702918997763864,0.2811081920229281,-0.0,0.02143931282598,0.021876849822428573,-0.0,-0.0,0.196775734416,0.0,0.0,0.0,0.0,0.196775734416,0.02143931282598,-0.0,0.2981373820005667,-0.0
2025-01-01 09:00:00,0.021246251417710194,0.2664945068067829,0.000950093351346,0.02124625141771,0.021679848385418365,-0.0,-0.0,0.25883360812877165,0.0,0.0,0.0,0.0,0.25883360812877165,0.02124625141771,-0.0,0.2877407582244931,0.0002999999999999947
2025-01-01 10:00:00,0.02597472224060823,0.25697098160974446,0.0116201746434,0.0181823055684,0.01855337302897959,-0.0,-0.0,0.2716656928643101,0.0,0.0,0.0,0.0,0.2716656928643101,0.0181823055684,-0.0,0.28294570385035267,0.0002999999999999947
2025-01-01 11:00:00,0.03025534616726297,0.24777585383329354,0.0178904877366,0.026002754722269997,0.026533423185989793,-0.0,-0.0,0.24332974515986525,0.0,0.0,0.0,0.0,0.24332974515986525,0.026002754722269997,-0.0,0.2780312000005565,0.0002999999999999947
2025-01-01 12:00:00,0.03288902657871198,0.24334248865536184,0.0210266480723,0.0390716221382,0.039869002181836734,-0.0,-0.0,0.2298483985188586,0.0,0.0,0.0,0.0,0.2298483985188586,0.0390716221382,-0.0,0.27623151523407385,0.0002999999999999947
2025-01-01 13:00:00,0.03395630325134168,0.24022271315978022,0.0196307259906,0.039818715808999997,0.04063134266224489,-0.0,-0.0,0.1465049859104925,0.0,0.0,0.0,0.0,0.1465049859104925,0.039818715808999997,-0.0,0.2741790164111219,0.0002999999999999947
2025-01-01 14:00:00,0.03443777103756708,0.24022271315978022,0.0143596890001,0.0344377710376,0.03514058269142857,-0.0,-0.0,0.11999574263016174,0.0,0.0,0.0,0.0,0.11999574263016174,0.0344377710376,-0.0,0.2746604841973473,0.0002999999999999947
2025-01-01 15:00:00,0.03507017987924865,0.24711905899211845,0.00493582135715,0.0350701798793,0.03578589783602041,-0.0,-0.0,0.16225830823289375,0.0,0.0,0.0,0.0,0.16225830823289375,0.0350701798793,-0.0,0.2821892388713671,0.005492974526396216
2025-01-01 16:00:00,0.039098806153846165,0.26009075710532603,-0.0,0.030165400269199998,0.03078102068285714,-0.0,-0.0,0.2600907571056,0.0,0.0,0.0,0.0,0.2600907571056,0.030165400269199998,-0.0,0.2991895632591722,-0.0
2025-01-01 17:00:00,0.04604894825581395,0.2728982565082398,-0.0,0.0322342637791,0.032892105897040814,-0.0,-0.0,0.32343861953700004,0.0,0.0,0.0,0.0,0.32343861953700004,0.0322342637791,-0.0,0.31894720476405375,-0.0
2025-01-01 18:00:00,0.045008395827370304,0.2843921662288034,-0.0,0.0315058770792,0.03214885416244898,-0.0,-0.0,0.23385180320010002,0.0,0.0,0.0,0.0,0.23385180320010002,0.0315058770792,-0.0,0.32940056205617374,-0.0
2025-01-01 19:00:00,0.03965767163237925,0.2917811081920229,-0.0,0.0277603701427,0.028326908308877553,-0.0,-0.0,0.336656615715,0.0,0.0,0.0,0.0,0.336656615715,0.0277603701427,-0.0,0.3314387798244022,-0.0
